id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,neighborhood
26450875,Modern Studio - Soma/Fi Di/Downtown,6154208,Emi,,South of Market,37.77936,-122.41246000000001,Entire home/apt,130,30,0,,,3,178,South of Market
26470581,Quiet and peaceful room in spacious modern home,8280568,Barbara,,Bernal Heights,37.74675,-122.42286999999999,Private room,105,3,59,2020-02-17,2.16,3,0,Bernal Heights
26474020,Private room in SoMa artist/maker flat!,8858716,Victoria,,South of Market,37.771609999999995,-122.40781000000001,Private room,55,30,0,,,2,0,South of Market
26493760,View apartment in Pacific Heights,694377,Beatrice,,Pacific Heights,37.795759999999994,-122.43388999999999,Entire home/apt,150,30,1,2019-06-14,0.06,10,257,Pacific Heights
26501351,Outer Sunset Spa and Beach Paradise,6914955,Darren And Arielle,,Parkside,37.74137,-122.50411000000001,Entire home/apt,350,3,6,2019-08-30,0.41,1,0,Parkside
26519133,Modern 1BR next to Sheraton on Fisherman Wharf,9063313,Andrew,,North Beach,37.80757,-122.40771000000001,Entire home/apt,249,30,0,,,1,267,North Beach
26522687,Loft style bright and spacious private suite,36013384,Joyce,,Twin Peaks,37.757659999999994,-122.44441,Entire home/apt,389,3,4,2019-11-23,0.26,1,88,Twin Peaks
26532784,Room in Lower Pacific Heights,10005499,Elias,,Western Addition,37.783359999999995,-122.43111999999999,Private room,60,30,0,,,1,0,Western Addition
26565582,"Modern Sunny Victorian Flat, Mission District",35408771,Dagmar,,Mission,37.754259999999995,-122.42383000000001,Entire home/apt,2500,3,6,2019-11-22,0.24,1,2,Mission
26566885,Bernal Private Retreat,9727150,Aditi,,Bernal Heights,37.74543,-122.41553,Private room,109,1,51,2020-03-18,1.86,1,0,Bernal Heights
26571969,"Red Victorian - Private room, Earth Charter",117141107,Zarinah,,Haight Ashbury,37.769420000000004,-122.44991,Private room,95,1,51,2020-02-23,1.91,43,0,Haight Ashbury
26572144,"Red Victorian - Private suite w bath, Flower Child",117141107,Zarinah,,Haight Ashbury,37.769420000000004,-122.44991,Private room,85,1,54,2020-02-28,1.98,43,0,Haight Ashbury
26624972,Ocean Beach oasis - family home w/ocean views!,38746503,Amy,,Parkside,37.73984,-122.50581000000001,Entire home/apt,350,2,9,2020-01-02,0.34,1,3,Parkside
26630744,Family-friendly Mission Home w/ Private Garden,647496,Alon,,Mission,37.75673,-122.40743,Entire home/apt,325,60,1,2020-07-31,0.43,1,225,Mission
26632713,Cozy Home with View,200200626,Lourdes,,Ocean View,37.72098,-122.45662,Private room,75,1,31,2019-12-14,1.2,1,123,Ocean View
26634910,"⭐️ Eclectic Dolores Heights 3BR ⭐️ Views, Walk Score 95",16428474,Hoda,,Noe Valley,37.74984,-122.42528999999999,Entire home/apt,499,1,12,2019-11-30,0.45,1,0,Noe Valley
26635646,Newly Renovated Home Near Dolores Park,1257432,Rebecca,,Mission,37.75693,-122.42541999999999,Entire home/apt,151,30,5,2020-08-16,0.27,22,304,Mission
26638684,Big Bright SF House Sleeps 9 ⭐️ Pets ⭐️ Parking,169326972,Stacey,,Outer Mission,37.72678,-122.43845,Entire home/apt,418,2,13,2019-09-02,0.48,2,0,Outer Mission
26638788,Sunny Tech-Central Townhouse with a Patio + Office,702376,Zane,,South of Market,37.77647,-122.40726000000001,Private room,120,3,1,2019-03-26,0.05,2,92,South of Market
26666094,Charming 2BR Condo in Great Neighborhood,48005494,Zeus,,Castro/Upper Market,37.7626,-122.4309,Entire home/apt,139,30,2,2019-09-19,0.12,102,274,Castro/Upper Market
26668091,SOMA 1 Bedroom Near near Lyft HQ,48005494,Zeus,,South of Market,37.777029999999996,-122.39696,Entire home/apt,123,30,1,2019-08-17,0.07,102,145,South of Market
26691828,Nestled in North Beach,15221570,Ian,,North Beach,37.8013,-122.4063,Entire home/apt,298,4,4,2020-02-29,0.25,1,0,North Beach
26709189,15th-Floor Luxury With Views of Downtown and The Bay,17264774,Tom,,South of Market,37.777590000000004,-122.41493999999999,Entire home/apt,656,2,31,2020-02-23,1.25,1,180,South of Market
26710943,Cozy Guest Suite with Panoramic Views near Liberty Stairway,39759525,Maria,,Noe Valley,37.75608,-122.43331,Entire home/apt,109,1,111,2020-09-19,4.27,3,57,Noe Valley
26713704,"Cozy Mission apt near restaurants, Tech Buses,BART",6061737,Bruce,,Mission,37.74978,-122.42198,Entire home/apt,133,30,41,2019-12-11,1.56,1,89,Mission
26718645,HOSTED COMPLETELY RENOVATED SUNNY HIGH END DUPLEX,127422643,Bill,,South of Market,37.77448,-122.40782,Private room,285,3,17,2020-02-23,0.67,2,324,South of Market
26718900,Charming Space in Quiet SF Nook,44956536,Lazar,,West of Twin Peaks,37.7401,-122.44781,Entire home/apt,129,2,110,2020-09-20,4.11,1,174,West of Twin Peaks
26747021,Cozy suite in the heart of Noe Valley,232759,Michael,,Noe Valley,37.74757,-122.42921000000001,Private room,159,2,55,2020-06-30,2.21,1,174,Noe Valley
26754841,San Francisco Luxury Apartment,197079243,Elizabeth,,South of Market,37.78778,-122.39353,Entire home/apt,250,30,0,,,1,363,South of Market
26777355,SF Haven- Newly Updated & Tranquil Apartment,201347822,Benson And Erica,,Excelsior,37.72848,-122.42535,Entire home/apt,300,2,19,2020-01-01,0.7,2,109,Excelsior
26785153,Spacious Luxury Historic Loft in Downtown SF,201414298,Julie,,South of Market,37.78909,-122.39013,Entire home/apt,255,30,3,2020-01-03,0.13,1,263,South of Market
26787002,Heart of the Mission District -  Apartment,144896022,Victor,,Mission,37.7487,-122.40936,Entire home/apt,250,30,0,,,2,180,Mission
26832092,Roomy and well located Mission Dolores apartment,1889323,Nick,,Mission,37.76269,-122.42371999999999,Entire home/apt,801,2,7,2019-11-22,0.27,2,179,Mission
26875892,San Francisco SOMA Studio with a view of skyline,37721601,Ryan,,South of Market,37.77949,-122.40817,Entire home/apt,85,30,5,2019-08-17,0.22,3,4,South of Market
26921699,Walk to Shops-Eats-Symphony-Opera-Painted Ladies,202536938,Kaleen,,Western Addition,37.77709,-122.42751000000001,Entire home/apt,107,30,6,2020-03-25,0.27,3,364,Western Addition
26921936,Charming Room in the Heart of Nopa,64868395,Dakota,,Haight Ashbury,37.775090000000006,-122.43971,Private room,80,30,61,2020-01-23,2.31,3,55,Haight Ashbury
26924091,Private Haight Ashbury Studio,1988650,Tatyana,,Haight Ashbury,37.76934,-122.44594,Entire home/apt,125,30,1,2018-08-31,0.04,1,365,Haight Ashbury
26928489,Sparkling Sunset Suites: Park/Beach/WIFI/Clean!,55550031,Molly,,Outer Sunset,37.76024,-122.49882,Entire home/apt,169,7,25,2020-02-28,0.95,3,0,Outer Sunset
26945594,Victorian Flat in Mission District (Monthly),81333068,Laura,,Mission,37.75144,-122.42003999999999,Entire home/apt,120,30,10,2020-09-01,0.41,1,63,Mission
26950540,Cozy private room in the heart of SF.,202781607,Xiomara,,Mission,37.74965,-122.41139,Private room,61,1,67,2020-01-15,2.54,1,365,Mission
26952039,Entire Single Family Home close to GG Park,202797042,Linda,,Outer Richmond,37.77937,-122.50078,Entire home/apt,175,30,10,2019-06-25,0.38,1,90,Outer Richmond
27002250,San Francisco SOMA Apartment with a great view,37721601,Ryan,,South of Market,37.77805,-122.40768999999999,Entire home/apt,85,30,9,2020-09-19,0.38,3,97,South of Market
27033826,"Cozy Marina Studio by Presidio, Bistro Downstairs!",377442,Vikram,,Marina,37.79822,-122.44616,Entire home/apt,78,30,6,2020-08-30,0.3,1,299,Marina
27064878,San Francisco Home by the North Waterfront,36136411,Rishi,,North Beach,37.80433,-122.40576999999999,Entire home/apt,115,30,1,2020-09-30,1.0,1,248,North Beach
27065879,San Francisco Home with Panoramic View on The hill,8077748,Adrian,,Bernal Heights,37.74462,-122.41042,Entire home/apt,210,5,48,2020-09-14,2.23,2,62,Bernal Heights
27082654,Spacious 3BD1.5BTH+GARAGE Prestigious neighborhood,203788591,Nina,,Presidio Heights,37.78595,-122.45822,Entire home/apt,155,30,5,2020-09-01,0.19,1,295,Presidio Heights
27106742,San Francisco Room with Skylight,27123550,Jacquelyn,,Bayview,37.73527,-122.38638,Private room,55,30,5,2020-07-04,0.26,5,101,Bayview
27107519,Private Guest Cabana. Hot Tub. Dolores Park. The Mission.,46107941,Patti & Rob,,Mission,37.76077,-122.42561,Entire home/apt,274,2,171,2020-09-13,6.54,4,127,Mission
27111574,Brand new light filled one bedroom in Pac Heights,191621741,Charles,,Pacific Heights,37.79002,-122.4459,Entire home/apt,143,30,1,2020-01-31,0.12,2,319,Pacific Heights
27176441,"Clean, Comfy & Central Nob/Russian Hill 1BR Apt",7239867,Brian,,Nob Hill,37.7924,-122.41936000000001,Entire home/apt,110,45,0,,,2,0,Nob Hill
27187399,Presidio Paradise!  Beautiful quiet flat in SF,172460,Leila,,Inner Richmond,37.78736,-122.46497,Entire home/apt,113,30,2,2019-08-25,0.1,1,365,Inner Richmond
27196500,Adorable Twin Peaks Guestroom w/ Parking!,30287594,Charlene,,Twin Peaks,37.7481,-122.44566,Private room,69,30,2,2019-05-31,0.08,1,0,Twin Peaks
27203318,SOMA Brick&Timber 1 BD/1BTH w/Den next to Caltrain,10556728,Warren,,South of Market,37.77694,-122.39567,Entire home/apt,129,30,6,2020-08-31,0.25,1,0,South of Market
27206374,Bright and Sunny Victorian in Lower Haight,10751584,Yael,,Western Addition,37.77163,-122.4357,Entire home/apt,245,5,10,2020-02-27,0.38,1,0,Western Addition
27211235,Top Floor with a Private Bath & Deck in View House,34799523,Mari,,Bernal Heights,37.74125,-122.40956000000001,Private room,150,3,24,2019-12-13,0.92,4,365,Bernal Heights
27225440,Family friendly flat in Central Richmond,252927,Vivian,,Outer Richmond,37.77955,-122.4841,Entire home/apt,280,5,8,2019-11-21,0.44,2,359,Outer Richmond
27230146,Luxurious Hotel room -  sleeps 4,1623449,David,,Downtown/Civic Center,37.78844,-122.4116,Private room,286,3,1,2019-03-20,0.05,4,1,Downtown/Civic Center
27230555,Bright and Sunny downtown SF loft,7599395,Robin,,South of Market,37.778929999999995,-122.4056,Entire home/apt,250,2,35,2020-02-28,1.33,1,62,South of Market
27244341,"Ample Studio in South Park, near Caltrain by Blueground",107434423,Blueground,,South of Market,37.78025,-122.39581000000001,Entire home/apt,157,30,1,2018-12-22,0.05,182,348,South of Market
27253510,Explore twin peak in SF 2 private rooms,201508206,Jonathan And Sally,,Twin Peaks,37.75392,-122.4507,Private room,135,1,97,2020-02-28,3.93,1,2,Twin Peaks
27260835,Ocean Beach Oasis,13929582,Joya,,Outer Sunset,37.75789,-122.5066,Entire home/apt,125,2,128,2020-09-14,4.82,1,92,Outer Sunset
27261900,Private downstairs 1 BR/BA in central SF location,169326972,Stacey,,Outer Mission,37.72678,-122.43845,Private room,200,2,2,2018-10-07,0.08,2,88,Outer Mission
27262832,SOMA Studio with Amenities,48005494,Zeus,,South of Market,37.78096,-122.39826000000001,Entire home/apt,94,30,2,2020-01-11,0.12,102,259,South of Market
27263016,Studio near BART and Downtown,48005494,Zeus,,South of Market,37.78083,-122.39835,Entire home/apt,74,30,1,2019-12-22,0.1,102,269,South of Market
27263045,Charming Studio in SOMA,48005494,Zeus,,South of Market,37.782509999999995,-122.39803,Entire home/apt,94,30,0,,,102,237,South of Market
27263066,Studio in Great Location,48005494,Zeus,,South of Market,37.78261,-122.39988999999998,Entire home/apt,74,30,0,,,102,245,South of Market
27263095,Great Studio Near Museums and Parks,48005494,Zeus,,South of Market,37.78286,-122.39801999999999,Entire home/apt,94,30,3,2020-09-19,0.14,102,283,South of Market
27263130,Studio Apt Near Museum and Park,48005494,Zeus,,South of Market,37.78167,-122.39793,Entire home/apt,93,30,2,2020-08-20,0.09,102,212,South of Market
27263151,Modern Studio in SOMA,48005494,Zeus,,South of Market,37.78161,-122.39813999999998,Entire home/apt,94,30,3,2020-07-17,0.15,102,0,South of Market
27263329,Conveniently located SOMA Studio,48005494,Zeus,,South of Market,37.7829,-122.39846000000001,Entire home/apt,89,30,2,2020-01-15,0.09,102,243,South of Market
27263361,Beautiful Studio Apartment in SOMA,48005494,Zeus,,South of Market,37.78237,-122.39811,Entire home/apt,74,30,0,,,102,293,South of Market
27263398,Sleek SOMA Studio Near BART,48005494,Zeus,,South of Market,37.7813,-122.39846999999999,Entire home/apt,72,30,0,,,102,257,South of Market
27263453,Studio with Amenities Near Downtown,48005494,Zeus,,South of Market,37.7809,-122.39815,Entire home/apt,97,30,2,2020-06-01,0.08,102,272,South of Market
27293379,Tel-Hill Rooftop Penthse For 10 people crazy views,331559,Sharon,,North Beach,37.80337,-122.40924,Entire home/apt,350,30,0,,,2,351,North Beach
27310099,Stunning 2 bedroom apt in heart of Mission Dolores,98332773,Rachel,,Castro/Upper Market,37.762370000000004,-122.42653999999999,Entire home/apt,310,2,12,2020-01-20,0.48,1,0,Castro/Upper Market
27312690,Spectacular Waterfront Home on Marina Boulevard,205780984,Pritam,,Marina,37.80605,-122.43758999999999,Entire home/apt,2482,3,38,2020-08-30,1.47,1,335,Marina
27370273,Beautiful Home next to Sunnyside Park,7787162,Anne,,West of Twin Peaks,37.7345,-122.44736999999999,Entire home/apt,799,3,5,2019-11-22,0.24,1,173,West of Twin Peaks
27375274,Luxury Nob Hill Condo,1183660,Ross,,Nob Hill,37.79271,-122.4108,Entire home/apt,899,3,1,2018-10-31,0.04,1,0,Nob Hill
27381476,Red Victorian - Four beds in shared Hula Hoop Room,117141107,Zarinah,,Haight Ashbury,37.769420000000004,-122.44991,Shared room,81,1,14,2019-04-12,0.53,43,0,Haight Ashbury
27407557,Residential hotel near Union Square SF room#11,115849,Hiromi,,Downtown/Civic Center,37.78764,-122.41198,Private room,98,30,1,2018-08-17,0.04,11,89,Downtown/Civic Center
27427727,Private Rooftop Studio with City Views,1933786,Natalie,,Haight Ashbury,37.77259,-122.43883999999998,Private room,160,1,115,2020-03-14,4.46,2,0,Haight Ashbury
27432456,2bd 2ba Suite w/Kitchenette Nob Hill,1623449,David,,Nob Hill,37.79038,-122.41173,Entire home/apt,498,1,1,2019-03-08,0.05,4,93,Nob Hill
27437162,"Dolores Guest Suite - Fully Furnished, Private",5255644,Laura,,Mission,37.75522,-122.42407,Entire home/apt,182,30,23,2020-04-15,0.9,1,362,Mission
27439635,Modern Designer Townhouse in Mission Dolores,204892095,Carol,,Noe Valley,37.75481,-122.42603000000001,Private room,148,2,47,2019-08-04,1.88,1,0,Noe Valley
27458484,Minna,44297988,Mehregan,,South of Market,37.781259999999996,-122.40931,Entire home/apt,110,2,10,2019-02-12,0.46,1,0,South of Market
27461006,Entire Private 1BD Flat - Prime Location,36673373,Robert,,Mission,37.76546,-122.42532,Entire home/apt,199,3,11,2019-11-22,0.45,1,0,Mission
27462045,Classic San Francisco Flat with City Views!,206947123,Arash,,Potrero Hill,37.754490000000004,-122.4005,Entire home/apt,249,2,26,2020-02-16,1.0,1,0,Potrero Hill
27465738,3 Bedroom Condo Near Airbnb HQ,48005494,Zeus,,Potrero Hill,37.76189,-122.40263999999999,Entire home/apt,228,30,0,,,102,334,Potrero Hill
27468147,Modern Apartment in the Castro!!,1287675,Matt,,Castro/Upper Market,37.76389,-122.43263,Entire home/apt,219,4,19,2020-03-15,0.75,1,0,Castro/Upper Market
27486947,1BR 1BA sleeps 4; Nob Hill,1623449,David,,Nob Hill,37.79121,-122.41281000000001,Private room,290,2,3,2020-02-27,0.16,4,35,Nob Hill
27491473,Secret Garden Victorian home in the Mission,4792470,Emilse,,Mission,37.75274,-122.41181,Entire home/apt,350,7,15,2020-03-02,0.6,1,0,Mission
27491569,San Francisco Garden Apt in the Mission District,207197162,Vanessa,,Mission,37.75333,-122.40566000000001,Entire home/apt,225,30,50,2019-12-12,1.92,1,365,Mission
27492222,Garden Flat at the Castro Dollhouse,7629722,Paula,,Castro/Upper Market,37.76269,-122.43188,Entire home/apt,99,30,1,2018-10-16,0.04,1,338,Castro/Upper Market
27495261,Spacious - Prime Location - Parking - Laundry,24883113,Rong,,West of Twin Peaks,37.74149,-122.46336000000001,Entire home/apt,150,30,15,2020-07-28,0.64,1,0,West of Twin Peaks
27508842,Gorgeous Mission Victorian Home Away From Home,7281723,Shawna,,Mission,37.75654,-122.4192,Private room,130,30,1,2020-04-01,0.16,3,90,Mission
27510287,Cole Valley Sunny & Airy Private 1BR Suite+Patio,207430416,Don & Kayko,,Haight Ashbury,37.76498,-122.44733000000001,Entire home/apt,185,3,95,2020-09-21,3.86,1,255,Haight Ashbury
27522899,Victorian Home w/Parking & Utilities - Furnished,207569583,Janice,,Noe Valley,37.75584,-122.43251000000001,Entire home/apt,197,30,0,,,1,188,Noe Valley
27523751,Bright Two Bedroom Home close to Beach,3855220,Gerard & Alicia,,Parkside,37.7368,-122.50458,Entire home/apt,149,30,7,2020-05-05,0.38,2,3,Parkside
27529992,Entire private 1st Floor unit: 2bdrm/1bth,207656528,Ling,,Excelsior,37.72983,-122.415,Entire home/apt,100,30,160,2020-03-13,6.1,1,174,Excelsior
27530136,The Richmond House,200417396,Eugene & Paul,,Inner Richmond,37.779759999999996,-122.46763999999999,Entire home/apt,132,3,111,2020-07-16,4.23,2,0,Inner Richmond
27538881,Eureka Nest,2291163,Barbara,,Castro/Upper Market,37.75653,-122.43348999999999,Entire home/apt,183,30,1,2020-08-08,0.51,1,88,Castro/Upper Market
27550839,❤️Flat w/ terrace and ocean view near parks+ beach,14298508,Susana,,Outer Richmond,37.77541,-122.50719,Entire home/apt,532,7,48,2020-01-19,2.32,1,1,Outer Richmond
27555335,Modern and luxurious 1 Bedroom in Telegraph Hill,13832870,International,,North Beach,37.80556,-122.40603999999999,Entire home/apt,129,30,0,,,24,359,North Beach
27555509,Spacious queen room in the heart of SF!,875221,Jessica,,Mission,37.76831,-122.42327,Private room,60,30,34,2019-11-30,1.37,4,153,Mission
27556897,Beautiful Sunny House in The Castro,285267,Elad,,Castro/Upper Market,37.757490000000004,-122.43513999999999,Entire home/apt,380,4,4,2019-12-10,0.16,1,0,Castro/Upper Market
27556995,Home by the beach with easy downtown access #2,70822197,Jezmond,,Parkside,37.73986,-122.50381999999999,Private room,230,1,76,2020-06-20,2.9,2,0,Parkside
27557104,New private secure complete Studio,86439703,Sylvia N,,Crocker Amazon,37.71459,-122.44228000000001,Private room,60,30,1,2019-04-15,0.06,1,267,Crocker Amazon
27580180,2Bd/2Bath SF modern flat in heart of Lower Haight,50840359,Jennifer,,Western Addition,37.77086,-122.43448000000001,Entire home/apt,290,4,12,2018-11-26,0.46,1,0,Western Addition
27584638,Lovely and Clean Home on San Francisco Hill! - #1,25322483,Stan,,Visitacion Valley,37.718579999999996,-122.40281,Private room,60,1,8,2020-05-31,0.31,3,360,Visitacion Valley
27598470,Big 2 BR entire SF Soma apt with private entrance,10618159,George,,South of Market,37.77345,-122.4121,Entire home/apt,280,1,98,2020-04-30,3.75,1,0,South of Market
27606210,"Forest Knolls, San Francisco House",9980685,Beibei,,Inner Sunset,37.75175,-122.45666999999999,Private room,83,30,0,,,1,365,Inner Sunset
27608180,Walk to Golden Gate Park. King-bed Private Room.,141226349,Jennie,,Outer Sunset,37.7548,-122.48535,Private room,149,2,2,2018-08-16,0.08,2,0,Outer Sunset
27608489,Charming 2BR Condominium in San Francisco,48005494,Zeus,,Western Addition,37.77382,-122.42948999999999,Entire home/apt,152,30,2,2018-12-16,0.08,102,0,Western Addition
27609352,"Chic Sunlit Flat in A Safe, Quiet Walkable Area",9598998,Vivian,,Inner Sunset,37.75488,-122.46528,Entire home/apt,389,2,26,2019-10-27,1.01,1,280,Inner Sunset
27610705,Mission home with garden (and private bath),566306,Alyssa,,Mission,37.75557,-122.41906999999999,Private room,82,1,80,2020-03-06,3.2,1,89,Mission
27611813,Private 1BR/1BA one block near Golden Gate park,61724483,Emily,,Outer Richmond,37.77283,-122.48718999999998,Entire home/apt,130,1,122,2020-10-05,4.89,2,149,Outer Richmond
27627816,SF Private One-Bedroom In-Law,62528658,Steve,,Crocker Amazon,37.710440000000006,-122.43788,Entire home/apt,86,1,19,2019-01-21,0.73,2,0,Crocker Amazon
27628210,San Francisco View Estate - Cow Hollow area,3250725,Ken,,Marina,37.79779,-122.44081000000001,Entire home/apt,667,30,0,,,1,127,Marina
27634232,Serene and Modern Studio (with FREE Parking),19338074,VK & Div,,Twin Peaks,37.75581,-122.44878999999999,Entire home/apt,200,1,131,2020-03-07,5.14,1,91,Twin Peaks
27639658,"Cozy bedroom in vegetarian home, near Alamo Square",193098973,Muriel,,Haight Ashbury,37.77613,-122.43999,Private room,46,60,5,2020-04-25,0.23,1,247,Haight Ashbury
27652652,"Sunny, spacious guest suite in San Francisco",148708603,Barbara,,Outer Sunset,37.76197,-122.50515,Entire home/apt,135,14,22,2020-09-17,0.88,1,75,Outer Sunset
27657432,"Gorgeous SF Condo, minutes to Downtown SF!",201347822,Benson And Erica,,South of Market,37.77452,-122.4197,Entire home/apt,215,30,0,,,2,90,South of Market
27659691,One of a kind Victorian home,22593138,Jezmin,,Haight Ashbury,37.76531,-122.44448999999999,Entire home/apt,190,90,0,,,1,87,Haight Ashbury
27665176,"Mission Treat in large, elegant Victorian room",208796981,Clive,,Mission,37.75128,-122.41308000000001,Private room,99,2,76,2020-02-28,2.95,2,180,Mission
27674344,SF/Sunset dist Garden APT/Suite- Easy Parking,10452811,Anila,,Outer Sunset,37.75235,-122.49438,Entire home/apt,135,2,73,2020-03-27,3.15,1,34,Outer Sunset
27699365,"Classic, Colorful, City Center, Cole Valley short walk to Golden Gate Park and bus to downtown",209101821,Sam,,Haight Ashbury,37.76624,-122.45038000000001,Entire home/apt,398,2,38,2020-09-23,1.48,1,0,Haight Ashbury
27699796,Cozy Castro Condo,40448918,Genevieve,,Castro/Upper Market,37.76205,-122.42979,Entire home/apt,220,2,20,2020-01-01,0.93,1,0,Castro/Upper Market
27701063,Lovely and Clean Home on San Francisco Hill! - #2,25322483,Stan,,Visitacion Valley,37.72011,-122.40375,Private room,175,1,10,2019-10-13,0.39,3,364,Visitacion Valley
27701970,Soak up the Historic Charm of an Inner Sunset Getaway,1979036,Erin,,Inner Sunset,37.75837,-122.46386000000001,Entire home/apt,235,2,98,2020-10-02,4.23,1,134,Inner Sunset
27702037,Lovely Home with Private Bath and Great view! - #3,25322483,Stan,,Visitacion Valley,37.71842,-122.40436000000001,Private room,68,1,5,2019-09-15,0.2,3,279,Visitacion Valley
27705941,"SF SOMA room next to Moscone, Transit Center, MOMA",1036129,Abhi,,Financial District,37.785509999999995,-122.39801999999999,Private room,156,2,24,2020-03-06,0.94,1,180,Financial District
27707954,Spacious Sunny Castro/Haight 2BR/1BA Apt Sleeps 6,31764728,Erin,,Western Addition,37.77002,-122.43449,Entire home/apt,199,30,41,2019-04-07,1.65,1,0,Western Addition
27710210,Red Victorian:Saturn Bottom bunk in Hula Hoop Room,117141107,Zarinah,,Haight Ashbury,37.769420000000004,-122.44991,Shared room,45,1,30,2019-12-07,1.16,43,0,Haight Ashbury
27713331,Red Victorian - Jupiter Bunk shared room Hula Hoop,117141107,Zarinah,,Haight Ashbury,37.769420000000004,-122.44991,Shared room,45,1,21,2020-02-09,0.82,43,0,Haight Ashbury
27714378,Red Victorian - Double bed in shared Eden Hostel,117141107,Zarinah,,Haight Ashbury,37.769420000000004,-122.44991,Shared room,53,1,49,2020-03-10,2.57,43,0,Haight Ashbury
27720514,The Nob Hill Dollhouse,1208533,Valentino,,Nob Hill,37.792759999999994,-122.41093000000001,Entire home/apt,1000,30,0,,,6,365,Nob Hill
27725598,Nob Hill Master Suite,1208533,Valentino,,Chinatown,37.79208,-122.40862,Private room,190,2,50,2020-02-06,1.94,6,172,Chinatown
27727846,"Nice bright room, walk to Golden Gate Park",81226014,Lynn & Ray,,Outer Sunset,37.75816,-122.48956000000001,Private room,78,1,43,2020-01-18,1.66,4,0,Outer Sunset
27735398,"Airy, Comfy Master Bedroom with ensuite Bath",209402966,Juli & Hai Lin,,Outer Sunset,37.75157,-122.48888999999998,Private room,65,1,145,2020-09-07,5.66,1,89,Outer Sunset
27741340,"Spacious 2BR Mission Bay w/ Gym, near Caltrain by Blueground",107434423,Blueground,,South of Market,37.77149,-122.39225,Entire home/apt,264,30,0,,,182,338,South of Market
27753881,Russian Hill Quiet & Convenient Hideaway - B,38181202,Melissa,,Russian Hill,37.797129999999996,-122.42298000000001,Entire home/apt,139,2,19,2020-02-17,0.83,1,0,Russian Hill
27759254,"Clean, Furnished Room in Downtown San Francisco",1603908,Zaid,,Downtown/Civic Center,37.78094,-122.41572,Private room,60,30,3,2019-10-02,0.12,1,0,Downtown/Civic Center
27766709,Big private room w/ working space & GGBridge view.,141226349,Jennie,,Outer Sunset,37.75685,-122.48365,Private room,100,2,1,2018-09-14,0.04,2,0,Outer Sunset
27777839,"Warm one bedroom in cozy 1916 home, Inner Richmond",175119952,Batshir,,Inner Richmond,37.77581,-122.4734,Private room,75,2,42,2020-03-06,1.62,1,0,Inner Richmond
27780282,"Private Apartment, One Block from Ocean Beach",6778904,Adrienne (And Blaise),,Outer Sunset,37.75391,-122.50845,Entire home/apt,102,2,102,2020-09-17,3.92,1,272,Outer Sunset
27802152,Harry’s Home in the Heart of North Beach,199383502,Harry,,North Beach,37.80124,-122.40822,Entire home/apt,183,30,2,2019-11-20,0.14,1,364,North Beach
27808088,Nice Hotel Style Suite in Union Square Location,70722023,Michael,,Financial District,37.78966,-122.40597,Entire home/apt,90,2,9,2020-01-16,0.37,55,0,Financial District
27808710,A One Bedroom Hotel Style Suite in Union Square,70722023,Michael,,Downtown/Civic Center,37.78974,-122.40751999999999,Entire home/apt,99,2,4,2019-11-22,0.17,55,0,Downtown/Civic Center
27826583,Modern Gem with Upscale Finishes in San Francisco,8570927,Paul,,Excelsior,37.721340000000005,-122.4311,Entire home/apt,125,2,96,2020-03-17,3.76,2,0,Excelsior
27828332,"Roomy South Beach 2BR w/ Pool + Gym, next to SF Bay by Blueground",107434423,Blueground,,South of Market,37.782340000000005,-122.38873999999998,Entire home/apt,168,60,0,,,182,360,South of Market
27832283,Amazing room in the Outer Richmond district!,56398946,Marcia,,Outer Richmond,37.77729,-122.50277,Private room,101,2,190,2020-09-24,7.48,3,345,Outer Richmond
27834918,San Francisco Apartment,46516288,Hyerin,,South of Market,37.7776,-122.4145,Entire home/apt,115,30,0,,,1,0,South of Market
27852325,Land's End Retreat,162137718,Sylvia,,Seacliff,37.77933,-122.51015,Private room,110,1,173,2020-09-25,6.78,1,72,Seacliff
27855141,Chez Beaumont,288087,David,,Inner Richmond,37.7787,-122.4554,Entire home/apt,375,3,35,2020-02-27,1.65,1,89,Inner Richmond
27857184,The Richmond House II,200417396,Eugene & Paul,,Inner Richmond,37.780570000000004,-122.46676000000001,Entire home/apt,199,3,130,2020-09-16,5.02,2,108,Inner Richmond
27866104,5bb UCSF/Golden Gate park spacious sunny lovely rm,62034618,Ting Ting,,Outer Sunset,37.76341,-122.4789,Private room,54,30,4,2020-03-01,0.22,11,335,Outer Sunset
27870072,"Sunny Victorian, 14ft Ceilings, Fireplace, Private",2440054,Pamela,,Western Addition,37.77283,-122.43103,Entire home/apt,196,5,15,2020-09-12,0.61,1,16,Western Addition
27870356,Charming North Beach/Telegraph Hill  micro-unit,32873778,Terra,,North Beach,37.80104,-122.40666999999999,Entire home/apt,82,30,0,,,1,0,North Beach
27872617,Suite in downtown Boutique Hotel,2803873,Jo,,Downtown/Civic Center,37.78788,-122.41224,Entire home/apt,350,3,0,,,1,0,Downtown/Civic Center
27895671,Cozy Noe Valley Studio,11111510,Michelle,,Noe Valley,37.747440000000005,-122.43262,Entire home/apt,109,2,99,2020-09-21,3.85,1,0,Noe Valley
